"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtbase.examples/sql/tablemodel",0,30,0.133333336222222,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/threads/mandelbrot",0,324,0.160493827419601,6,124,1,4,0,4,0.5,1,1,1,6,0,6,1,2,4,1,5.75702275134448,211.416457133821,0.000150473654657755,0.00942533664117116,1,1,0,0,16,0,16,1,0,1,1,0.666666666666667,0.793028322440087,"qtbase"
"qtbase.examples/threads/queuedcustomtype",0,265,0.109433962600214,5,128,0,3,0,3,0.6,0.988453109532545,1,1,4,0,4,1,4,4,1,2.92959446411329,816.930107735963,0.000149432157800359,0.00485279653618821,1,1,0,0,14,0,14,1,0,1,1,0.666666666666667,0.755208333333333,"qtbase"
"qtbase.examples/threads/semaphores",0,47,0.106382980624717,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/threads/waitconditions",0,65,0.138461539786982,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,3,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,1,1,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/tools/contiguouscache",0,65,0.24615384731361,5,57,0,3,0,3,0.6,0.979766760734023,1,1,5,0,5,1,2,5,1,0.233599242091388,2.38605377485765,0.000148367952522255,0.000112860139837048,0,0,0,0,10,0,10,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/tools/customtype",0,68,0.147058824783737,5,56,0,2,0,2,0.8,1,1,1,7,0,7,1,3,4,1,2.92959446411329,724.819333926439,0.000149432157800359,0.0200908917742834,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.718827789092555,"qtbase"
"qtbase.examples/tools/customtypesending",0,97,0.113402062769689,6,94,0,3,0,3,0.666666666666667,0.985634345224337,1,1,8,0,8,1,2,5,1,1.58159685310234,604.055044812381,0.000148900055161307,0.0167607167831975,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.758995247793618,"qtbase"
"qtbase.examples/touch/dials",0,12,0.0833333409722222,4,18,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/touch/fingerpaint",1,307,0.120521172924912,7,102,1,5,0,5,0.428571428571429,1,1,1,9,0,9,1,1,4,1,8.58445103857567,5553.40447691937,0.000151515151515152,0.100064922695917,0,0,0,0,19,0,19,0.9,0,1,0.942857142857143,0.666666666666667,0.697936507936508,"qtbase"
"qtbase.examples/touch/knobs",0,54,0.129629631241427,5,56,0,3,0,3,0.6,0.979766760734023,1,1,7,0,7,1,1,4,1,2.92959446411329,15.2837783708838,0.000149432157800359,0.0112020028853946,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.698412698412698,"qtbase"
"qtbase.examples/touch/pinchzoom",0,182,0.181318681768506,5,94,0,3,0,3,0.6,0.984718478501993,1,1,7,0,7,1,2,4,1,2.92959446411329,15.2837783708838,0.000149432157800359,0.0112020028853946,0,0,0,0,14,0,14,1,0,1,1,0.666666666666667,0.723639455782313,"qtbase"
"qtbase.examples/webkit/webkit-guide/js",0,897,0,4,252,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/widgets/animation/animatedtiles",0,165,0.115151515687787,2,268,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/appchooser",0,100,0.12000000088,2,185,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,11,0,11,1,0,1,1,0.733333333333333,0.752083333333333,"qtbase"
"qtbase.examples/widgets/animation/easing",0,209,0.114832536308693,3,476,0,3,0,3,0.333333333333333,0.992983091838047,1,1,8,0,8,1,0,2,0,0.260353054311807,177.744768248382,1.42920436193171e-05,0.0158794944240821,0,0,0,0,16,0,16,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/animation/moveblocks",0,210,0.0761904766303855,2,333,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/states",0,210,0.0285714290340136,2,297,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/stickman",0,690,0.133333333458937,4,1708,0,4,0,4,0.25,0.995988293325946,1,1,11,0,11,1,0,2,0,168.091401016952,183.759181458107,0.00510918683813619,0.00584535300567349,0,0,0,0.0625,18,0,18,1,0,1,1,0.8375,0.823411900506405,"qtbase"
"qtbase.examples/widgets/animation/sub-attaq",3,1409,0.124201561453215,3,4607,0,3,0,3,0.333333333333333,0.997076598750379,1,1,9,0,9,1,0,2,0,0.260353054311807,112.070108384437,1.42920436193171e-05,0.00340783909528395,0,0,0,0.111111111111111,18,0,18,1,0,1,1,0.858333333333333,0.83125,"qtbase"
"qtbase.examples/widgets/desktop/screenshot",0,151,0.125827815148458,3,417,0,3,0,3,0.333333333333333,0.994070984523815,1,1,5,0,5,1,0,2,0,0.260353054311807,48.5183164481501,1.42920436193171e-05,0.00203899887626951,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/desktop/systray",0,228,0.0789473688250231,4,525,1,4,0,4,0.25,0.992084784160295,1,1,6,0,6,1,0,2,0,18.2473193842988,45.447308764684,0.00305592650961454,0.00867210630005927,0,0,0,0,12,0,12,1,0,1,1,0.8,0.826666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/classwizard",0,393,0.0839694658819416,3,687,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,20.0656556942699,1.42920436193171e-05,0.0303095088540966,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/configdialog",0,185,0.0486486491628926,3,513,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,1,2,0,0.260353054311807,1566.13057243985,1.42920436193171e-05,0.00250213827328848,0,0,0,0,10,0,10,1,0,1,1,0.8,0.821054421768707,"qtbase"
"qtbase.examples/widgets/dialogs/extension",0,78,0.0384615396942801,2,281,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/dialogs/findfiles",0,186,0.129032258532778,2,424,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,13,0,13,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/dialogs/licensewizard",1,314,0.0955414015619295,3,629,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,20.0656556942699,1.42920436193171e-05,0.0303095088540966,0,0,0,0,12,0,12,1,0,1,1,0.8,0.806666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/sipdialog",0,68,0.117647060121107,2,273,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,11,0,11,1,0,1,1,0.733333333333333,0.752083333333333,"qtbase"
"qtbase.examples/widgets/dialogs/standarddialogs",0,422,0.0900473935805575,3,672,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,20.0656556942699,1.42920436193171e-05,0.0303095088540966,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/dialogs/tabdialog",0,153,0.078431373151352,3,398,0,3,0,3,0.333333333333333,0.991624464267297,1,1,9,0,9,1,0,2,0,0.260353054311807,112.070108384437,1.42920436193171e-05,0.00340783909528395,0,0,0,0.111111111111111,15,0,15,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/dialogs/trivialwizard",0,57,0.0877192998461065,3,150,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,20.0656556942699,1.42920436193171e-05,0.0303095088540966,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/draggableicons",0,126,0.119047619746788,3,339,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,48.5183164481501,1.42920436193171e-05,0.00203899887626951,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/draganddrop/draggabletext",0,135,0.14814814877915,3,458,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,48.5183164481501,1.42920436193171e-05,0.00203899887626951,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/dropsite",0,174,0.120689655677765,3,545,0,3,0,3,0.333333333333333,0.99434239901924,1,1,5,0,5,1,0,2,0,0.260353054311807,48.5183164481501,1.42920436193171e-05,0.00203899887626951,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/draganddrop/fridgemagnets",0,187,0.13368984003546,3,567,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,48.5183164481501,1.42920436193171e-05,0.00203899887626951,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/puzzle",0,362,0.140883978137877,4,906,0,4,0,4,0.25,0.994312799070507,1,1,10,0,10,1,0,2,0,72.7637131125218,120.369349581011,0.00305592650961454,0.0040802695653654,0,0,0,0.0625,14,0,14,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/effects/blurpicker",0,158,0.126582279033809,2,485,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/effects/fademessage",0,93,0.0752688181986357,2,289,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/effects/lighting",0,100,0.09000000091,2,300,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/graphicsview/anchorlayout",0,63,0.0317460332829428,3,150,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/basicgraphicslayouts",0,123,0.0894308950492432,3,494,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/boxes",0,2318,0.16566005180476,4,4403,0,4,0,4,0.25,0.995186398815736,1,1,12,0,12,1,1,3,0,2.8035803385344,85.3892831940169,0.000104517005256591,0.00260456481318643,0,0,0,0.0625,19,0,19,1,0,1,1,0.8375,0.822309547571524,"qtbase"
"qtbase.examples/widgets/graphicsview/boxes/3rdparty",0,125,0.1360000006912,1,247,0,1,0,1,1,1,1,1,2,0,2,1,0,1,0,0.260353054311807,0.260353054311807,1.42920436193171e-05,1.42920436193171e-05,0,0,0,0,3,0,3,1,1,1,1,0.8,0.8,"qtbase"
"qtbase.examples/widgets/graphicsview/chip",2,444,0.112612612812475,5,1259,1,5,0,5,0.2,0.996278104731567,1,1,11,0,11,1,0,3,0,2.05117979395148,289.959300989452,0.00188323917137476,0.0124213512914453,0,0,0,0.04,23,0,23,1,0,1,1,0.9,0.871759259259259,"qtbase"
"qtbase.examples/widgets/graphicsview/collidingmice",0,143,0.188811189378454,3,401,0,3,0,3,0.333333333333333,0.991624464267297,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/graphicsview/diagramscene",0,996,0.120481927799148,5,2232,0,5,0,5,0.2,0.997964467794322,1,1,13,0,13,1,0,4,0,2.05117979395148,69.1710509894524,0.00188323917137476,0.0274213512914453,0,0,0,0.04,17,0,17,1,0,1,1,0.86875,0.845138888888889,"qtbase"
"qtbase.examples/widgets/graphicsview/dragdroprobot",0,363,0.110192837710691,2,786,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,11,0,11,1,0,1,1,0.733333333333333,0.752083333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/elasticnodes",0,425,0.143529411966228,4,1026,1,4,0,4,0.25,1,1,1,6,0,6,1,0,3,0,1.15576642413164,278.468513991918,0.000948765607497041,0.0129756687061434,0,0,0,0,15,0,15,1,0,1,1,0.8375,0.834722222222222,"qtbase"
"qtbase.examples/widgets/graphicsview/embeddeddialogs",0,234,0.196581196924538,4,783,0,4,0,4,0.25,0.997232763434409,1,1,10,0,10,1,0,3,0,1.15576642413164,84.5653762368155,0.000948765607497041,0.00302668911430665,0,0,0,0.0625,17,0,17,1,0,1,1,0.8375,0.824305555555556,"qtbase"
"qtbase.examples/widgets/graphicsview/flowlayout",0,209,0.1531100482521,3,543,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/padnavigator",1,359,0.075208913906627,4,1057,0,4,0,4,0.25,0.996059335868906,1,1,10,0,10,1,0,3,0,1.15576642413164,84.5653762368155,0.000948765607497041,0.00302668911430665,0,0,0,0.0625,17,0,17,1,0,1,1,0.86875,0.845138888888889,"qtbase"
"qtbase.examples/widgets/graphicsview/simpleanchorlayout",0,58,0.0517241395659929,3,151,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/weatheranchorlayout",0,171,0.0877192987791115,3,360,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.260353054311807,0.779685322556723,1.42920436193171e-05,0.000634224941524513,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/itemviews/addressbook",0,450,0.133333333525926,3,1416,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,1,2,1,0.260353054311807,46.877648865418,1.42920436193171e-05,0.00235389639144185,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/basicsortfiltermodel",0,171,0.0643274859272939,3,382,0,3,0,3,0.333333333333333,0.994070984523815,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/itemviews/chart",0,546,0.184981685130956,4,1296,0,4,0,4,0.25,0.993066040298714,1,1,5,0,5,1,1,3,0,0.223081932561309,1018.35688900804,0.000682821697485334,0.00629507770351848,0,0,0,0,11,0,11,1,0,1,1,0.8,0.826666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/coloreditorfactory",0,87,0.11494252975294,2,409,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/itemviews/combowidgetmapper",0,109,0.0550458724265634,3,311,0,3,0,3,0.333333333333333,0.991624464267297,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/customsortfiltermodel",0,227,0.0837004409322906,3,609,0,3,0,3,0.333333333333333,0.996938111927134,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/itemviews/dirview",0,15,0.0666666728888888,3,78,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/itemviews/editabletreemodel",0,429,0.198135198322113,5,1075,0,5,0,5,0.2,0.997144442902593,1,1,10,0,10,1,0,3,0,0.260353054311807,116.710477192824,0.00135135135135135,0.010648307060774,0,0,0,0.04,15,0,15,1,0,1,1,0.86875,0.838076741996233,"qtbase"
"qtbase.examples/widgets/itemviews/fetchmore",0,117,0.136752137489955,3,463,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/frozencolumn",0,126,0.142857143537415,3,456,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/itemviews/interview",0,156,0.211538462043886,4,520,0,4,0,4,0.25,0.996048034800738,1,1,5,0,5,1,0,3,0,0.223081932561309,61.9074842461324,0.000682821697485334,0.0107593634178042,0,0,0,0,11,0,11,1,0,1,1,0.8,0.81819209039548,"qtbase"
"qtbase.examples/widgets/itemviews/pixelator",1,274,0.120437956525388,4,863,1,4,0,4,0.25,0.998254014658577,1,1,6,0,6,1,0,3,0,0.223081932561309,6.32623424613238,0.000682821697485334,0.00867603008447087,0,0,0,0,17,0,17,1,0,1,1,0.875,0.829761904761905,"qtbase"
"qtbase.examples/widgets/itemviews/puzzle",0,437,0.15560640751588,5,1008,0,5,0,5,0.2,0.99700300583534,1,1,10,0,10,1,0,3,0,0.260353054311807,116.710477192824,0.00135135135135135,0.010648307060774,0,0,0,0.04,15,0,15,1,0,1,1,0.86875,0.838076741996233,"qtbase"
"qtbase.examples/widgets/itemviews/simpledommodel",0,227,0.189427313132411,6,765,0,6,0,6,0.166666666666667,0.993086451255961,1,1,10,0,10,1,1,3,0,123.708301527156,776.08437583529,0.00577771649200221,0.0128418431855656,0,0,0,0.0277777777777778,16,0,16,1,0,1,1,0.9375,0.861208635996772,"qtbase"
"qtbase.examples/widgets/itemviews/simpletreemodel",0,204,0.200980392548539,5,623,0,5,0,5,0.2,0.992542906197504,1,1,10,0,10,1,0,3,0,0.260353054311807,116.710477192824,0.00135135135135135,0.010648307060774,0,0,0,0.04,15,0,15,1,0,1,1,0.86875,0.838076741996233,"qtbase"
"qtbase.examples/widgets/itemviews/simplewidgetmapper",0,100,0.06000000094,3,323,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/spinboxdelegate",0,66,0.121212122543618,4,315,0,4,0,4,0.25,0.997074788220288,1,1,9,0,9,1,1,3,0,0.223081932561309,8773.05592174613,0.000682821697485334,0.0360569824654232,0,0,0,0,15,0,15,1,0,1,1,0.8,0.826666666666667,"qtbase"
"qtbase.examples/widgets/itemviews/spreadsheet",1,758,0.126649076632368,3,1868,0,3,0,3,0.333333333333333,0.995859088080501,1,1,5,0,5,1,0,3,0,0.185810810810811,0.157895661509834,1.42920436193171e-05,0.000456929001516709,0,0,0,0,15,0,15,1,0,1,1,0.8375,0.818055555555556,"qtbase"
"qtbase.examples/widgets/itemviews/stardelegate",0,240,0.162500000348958,3,744,0,3,0,3,0.333333333333333,0.995355968009493,1,1,9,0,9,1,0,2,0,0.260353054311807,112.070108384437,1.42920436193171e-05,0.00340783909528395,0,0,0,0.111111111111111,12,0,12,1,0,1,1,0.733333333333333,0.767708333333333,"qtbase"
"qtbase.examples/widgets/layouts/basiclayouts",0,110,0.0818181826528926,3,337,0,3,0,3,0.333333333333333,0.994070984523815,1,1,5,0,5,1,0,3,0,0.260353054311807,3.49030396266813,1.42920436193171e-05,0.0104231452177329,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/layouts/borderlayout",0,207,0.169082126005274,4,554,0,4,0,4,0.25,0.993066040298714,1,1,10,0,10,1,0,3,0,5.22169438429876,86.5983402168991,0.00510918683813619,0.010368379321463,0,0,0,0.0625,14,0,14,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/layouts/dynamiclayouts",0,137,0.094890511609569,3,350,0,3,0,3,0.333333333333333,0.991135616519784,1,1,5,0,5,1,0,3,0,0.260353054311807,3.49030396266813,1.42920436193171e-05,0.0104231452177329,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/layouts/flowlayout",0,179,0.167597765828158,4,532,0,4,0,4,0.25,0.98860299217197,1,1,10,0,10,1,0,3,0,5.22169438429876,86.5983402168991,0.00510918683813619,0.010368379321463,0,0,0,0.0625,14,0,14,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/mainwindows/application",0,284,0.11619718340979,3,596,0,3,0,3,0.333333333333333,0.994070984523815,1,1,5,0,5,1,0,2,0,0.260353054311807,14.1792920579062,1.42920436193171e-05,0.00981040011969371,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.767708333333333,"qtbase"
"qtbase.examples/widgets/mainwindows/dockwidgets",0,290,0.0896551727277051,3,536,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,0,0.260353054311807,8.37304205790623,1.42920436193171e-05,0.0111175896621774,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.758333333333333,"qtbase"
"qtbase.examples/widgets/mainwindows/mainwindow",0,1387,0.132660418231243,3,2484,0,3,0,3,0.333333333333333,0.995355968009493,1,1,9,0,9,1,0,2,0,0.260353054311807,112.070108384437,1.42920436193171e-05,0.00340783909528395,0,0,0,0.111111111111111,12,0,12,1,0,1,1,0.733333333333333,0.767708333333333,"qtbase"
"qtbase.examples/widgets/mainwindows/mdi",0,502,0.121513944398105,3,901,0,3,0,3,0.333333333333333,0.993734375300482,1,1,5,0,5,1,0,2,0,0.260353054311807,14.1792920579062,1.42920436193171e-05,0.00981040011969371,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.767708333333333,"qtbase"
"qtbase.examples/widgets/mainwindows/menus",0,318,0.0786163524910011,2,581,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.143938086859346,0.143938086859346,9.7178265993878e-06,9.7178265993878e-06,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/mainwindows/recentfiles",0,221,0.126696832974345,3,438,0,3,0,3,0.333333333333333,0.991135616519784,1,1,5,0,5,1,0,2,0,0.260353054311807,14.1792920579062,1.42920436193171e-05,0.00981040011969371,0,0,0,0,10,0,10,1,0,1,1,0.733333333333333,0.767708333333333,"qtbase"
